day,Downloads,dataset_id,resource_id,Dataset_creation,Resource_creation,Resource_modification,dataset_title,titre_du_jeu_de_donnees,resource_title,titre_du_ressource,institution_EN,institution_FR
"Feb 1, 2026",1.0,061c8cb7-ca4e-45be-a990-61fce7e7d2dc,490bc3aa-78ee-4418-88d2-8aa8985d445a,2022-08-10,2025-12-17,2025-12-17,Quebec property assessment rolls,Rôles d'évaluation foncière du Québec,Georeferenced Quebec property assessment rolls 2025,Rôles d'évaluation foncière du Québec géoréférencés 2025,Government and Municipalities of Québec , Gouvernement et municipalités du Québec
"Feb 1, 2026",1.0,061c8cb7-ca4e-45be-a990-61fce7e7d2dc,No resource,2022-08-10,2022-08-10,2025-12-17,Quebec property assessment rolls,Rôles d'évaluation foncière du Québec,No resources covered,Aucune ressource couverte,Government and Municipalities of Québec , Gouvernement et municipalités du Québec
"Feb 1, 2026",1.0,07b63e0e-09bb-4c4f-b057-63a58d40553a,9d1b5643-4064-432f-8137-87878522a6bb,2017-11-22,2021-05-19,2021-05-19,Natural Gas Underground Storage - North American Cooperation on Energy Information,Stockage souterrain de gaz naturel - Coopération nord-américaine en matière d’information sur l’énergie,Natural Gas Underground Storage (English),Stockage souterrain de gaz naturel (Anglais),Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",1.0,07d384b3-c683-4253-a1bb-6fa548a15789,No resource,2022-03-02,2022-03-02,2023-01-17,"Business or organization status on reviewing cybersecurity policies in response to employees working remotely, fourth quarter of 2021","Situation des entreprises ou des organismes en ce qui concerne la révision de leurs politiques de cybersécurité parce que les employés travaillent à distance, quatrième trimestre de 2021",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,08bafb80-cc0b-4ee3-903a-6558b3f8b298,No resource,2023-04-13,2023-04-13,2025-02-12,"BC Crown Land Indicators and Statistics - Active Crown Tenures on April 1, 2009",Indicateurs et statistiques relatifs aux terres de la Couronne en Colombie-Britannique - Tenures en vigueur de la Couronne au 1er avril 2009,No resources covered,Aucune ressource couverte,Government of British Columbia , Gouvernment de la Colombie-Britannique
"Feb 1, 2026",2.0,08e4f3fc-b172-486e-2988-9d6fabeab0a0,2d84c0ef-8592-49be-a735-5f73c1bb5c95,2022-04-06,2024-07-24,2024-07-24,2021 - Employee Salaries,Traitements des employés,2021 - Employee Salaries (CSV Excel),Traitements des employés (CSV Excel),Government of New Brunswick , Gouvernement du Nouveau-Brunswick
"Feb 1, 2026",1.0,08e4f3fc-b172-486e-2988-9d6fabeab0a0,No resource,2022-04-06,2022-04-06,2024-07-24,2021 - Employee Salaries,Traitements des employés,No resources covered,Aucune ressource couverte,Government of New Brunswick , Gouvernement du Nouveau-Brunswick
"Feb 1, 2026",10.0,094c9b54-a1ca-4aad-935e-2541e5a23b3f,79a9f33d-bfb3-400c-8652-d30741fcc5c5,2018-06-27,2026-01-21,2026-01-21,Public disclosure of salary and severance,Divulgation publique des salaires et des indemnités de départ,Public disclosure of salary and severance [csv format],Divulgation publique des salaires et des indemnités de départ [format csv],Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",1.0,0968ddc5-710e-4388-b379-184764df6f4c,2f43ac51-33f0-44f9-80fe-32aef22c3c43,2022-12-19,2023-12-13,2024-11-21,Darlington New Nuclear Project - Information and Reports,Projet de nouvelle centrale nucléaire de Darlington -  Informations et rapports,Workshop Report #1: Darlington New Nuclear Project ,Rapport d'atelier #1: Project de nouvelle centrale nucleaire de Darlington,Canadian Nuclear Safety Commission , Commission canadienne de sûreté nucléaire
"Feb 1, 2026",1.0,09ffaeb5-ec8f-5bb5-bdcb-3436ccf26f58,No resource,2016-09-24,2016-09-24,2022-03-14,Climatic Regions,Régions climatiques,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",1.0,0a8c5505-ecb3-4d8b-8120-462bd7def6bb,3f6c5b08-52a1-3fb3-83c4-7d04322920b0,2017-04-28,2025-02-12,2025-02-12,"Carcass classification of cultured salmon at British Columbian aquaculture sites by facility, 2013 onwards","La classification des carcasses de saumons d'élevage aux sites d'aquaculture de la Colombie-Britannique et par zone de santé des poissons, à compter de 2013",Data - Carcass classification of cultured salmon - English,Données - La classification des carcasses de saumons,Fisheries and Oceans Canada , Pêches et Océans Canada
"Feb 1, 2026",1.0,0b4e8355-7244-8db5-0ef1-0eb4f2347d0c,af86ac4e-c83b-4b50-a5be-6207a56ec6a5,2022-05-03,2025-08-13,2025-08-13,Property Tax Rebate for Seniors by County,Remboursement de l'impôt foncier pour les personnes âgées par comté,Property Tax Rebate for Seniors by County (CSV),Remboursement de l'impôt foncier pour les personnes âgées par comté (CSV),Government of Nova Scotia , Gouvernment de la Nouvelle-Écosse
"Feb 1, 2026",2.0,0bf04c4e-d2b0-4188-9053-08dc4a7a2b03,a179b80b-ec46-3262-8390-26bb3d0d8f38,2016-10-13,2025-02-13,2025-02-13,Incidental catch at BC marine finfish aquaculture sites,Les captures fortuites aux sites d'aquaculture marins de la C.-B.,Data - incidental catch at BC marine finfish aquaculture sites - English,incidental-accidentel-2011-ongoing-rpt-pac-dfo-mpo-aquaculture-eng.csv,Fisheries and Oceans Canada , Pêches et Océans Canada
"Feb 1, 2026",1.0,0de78037-27c3-4844-b8f1-f9b70ea16b48,No resource,2016-09-24,2016-09-24,2022-02-24,Road Network File - 2010 - Alberta,Fichier du réseau routier - 2010 - Alberta,No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,0f4331e4-f927-4ec6-b6e4-58e80c134b6d,No resource,2023-04-13,2023-04-13,2025-08-27,BC Schools - Examinations Results,Écoles de la Colombie-Britannique - Résultats des examens,No resources covered,Aucune ressource couverte,Government of British Columbia , Gouvernment de la Colombie-Britannique
"Feb 1, 2026",1.0,0f4331e4-f927-4ec6-b6e4-58e80c134b6d,a3c9f889-83d3-4dc9-ba4f-89ac9edaefa9,2023-04-13,2025-08-27,2025-08-27,BC Schools - Examinations Results,Écoles de la Colombie-Britannique - Résultats des examens,BC Schools - Examinations Results_field_definitions,BC Schools - Résultats des examens_Field_Definitions,Government of British Columbia , Gouvernment de la Colombie-Britannique
"Feb 1, 2026",1.0,0fe65119-e96e-4a57-8bfe-9d9245fba06b,37005685-6763-4619-b28c-433b9dab7ce3,2020-12-09,2025-03-12,2025-03-12,High Resolution Digital Elevation Model Mosaic (HRDEM Mosaic) - CanElevation Series,Mosaïque du Modèle numérique d'élévation de haute résolution (Mosaïque MNEHR) - Série CanÉlévation,Product services access guide (English),Guide d'accès aux services (Anglais),Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",1.0,11cc0507-300b-4428-a678-21b86ecf1bb4,2d53d1f7-5817-40ac-b05a-f3b598e1fe2b,2018-06-27,2023-01-17,2023-01-17,Industry price indexes for chemical products and miscellaneous manufactured products (1992=100),Indices des prix de l'industrie pour produits chimiques et les produits manufacturiers divers (1992=100),Dataset,Ensembles de données,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,12131264-d922-40f5-188e-495225eeaa61,a003b980-d2d6-423a-acd1-aeedbcd68e0f,2023-01-18,2024-07-24,2024-07-24,2022 - Payments to Medical Practitioners,Paiements aux médecins,2022 - Payments to Medical Practitioners (CSV Excel),Paiements aux médecins (CSV Excel),Government of New Brunswick , Gouvernement du Nouveau-Brunswick
"Feb 1, 2026",2.0,1257e5c1-243f-4ab8-be42-e7433c8ebe70,No resource,2025-08-20,2025-08-20,2025-08-20,Assessments - Passport Program Facial Recognition System,Évaluations - Système de reconnaissance faciale du Programme de passeport,No resources covered,Aucune ressource couverte,"Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Feb 1, 2026",1.0,1354a100-3472-4fc9-8814-a604f137339d,No resource,2023-11-08,2023-11-08,2023-11-08,"Income inequality statistics across Canada: Canada, provinces and territories, census metropolitan areas and census agglomerations with parts","Statistiques sur les inégalités de revenu au Canada : Canada, provinces et territoires, régions métropolitaines de recensement et agglomérations de recensement y compris les parties",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,1354a100-3472-4fc9-8814-a604f137339d,b107c219-3cbc-44ce-a068-44968e84b33f,2023-11-08,2023-11-08,2023-11-08,"Income inequality statistics across Canada: Canada, provinces and territories, census metropolitan areas and census agglomerations with parts","Statistiques sur les inégalités de revenu au Canada : Canada, provinces et territoires, régions métropolitaines de recensement et agglomérations de recensement y compris les parties",Dataset,Ensembles de données,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,13564ca4-e330-40a5-9521-bfb1be767147,4c34e147-fabe-48b4-943f-2d80813f1b5d,2018-04-13,2026-01-15,2026-01-15,CABIN Canadian Aquatic Biomonitoring Network,RCBA Réseau Canadien de Biosurveillance Aquatique,Yukon River Drainage Area - CABIN study data,Aire de drainage du fleuve Yukon - Données de l'étude du RCBA,Environment and Climate Change Canada , Environnement et Changement climatique Canada
"Feb 1, 2026",2.0,13564ca4-e330-40a5-9521-bfb1be767147,No resource,2018-04-13,2018-04-13,2026-01-15,CABIN Canadian Aquatic Biomonitoring Network,RCBA Réseau Canadien de Biosurveillance Aquatique,No resources covered,Aucune ressource couverte,Environment and Climate Change Canada , Environnement et Changement climatique Canada
"Feb 1, 2026",4.0,1358284b-26e7-4c69-abd8-398d3da2c270,3fad4402-bc32-4b0e-a83d-d39da4d59670,2025-09-29,2025-11-07,2025-11-07,Life insurance companies,Sociétés d'assurance-vie,Life insurance companies - User manual,Life insurance companies - User manual,Office of the Superintendent of Financial Institutions Canada , Bureau du surintendant des institutions financières Canada
"Feb 1, 2026",1.0,1358284b-26e7-4c69-abd8-398d3da2c270,No resource,2025-09-29,2025-09-29,2026-01-14,Life insurance companies,Sociétés d'assurance-vie,No resources covered,Aucune ressource couverte,Office of the Superintendent of Financial Institutions Canada , Bureau du surintendant des institutions financières Canada
"Feb 1, 2026",2.0,1358284b-26e7-4c69-abd8-398d3da2c270,c2af08e5-919c-4b94-a326-45c031b9a3e5,2025-09-29,2025-10-20,2025-10-20,Life insurance companies,Sociétés d'assurance-vie,Data Dictionary,Dictionnaire de données,Office of the Superintendent of Financial Institutions Canada , Bureau du surintendant des institutions financières Canada
"Feb 1, 2026",1.0,1358284b-26e7-4c69-abd8-398d3da2c270,c793a709-f547-463f-aa13-7f529e30c617,2025-09-29,2025-09-29,2026-01-02,Life insurance companies,Sociétés d'assurance-vie,LF3 - LIFE Supervisory Annual Return (Active),LF3 - VIE Relevé de surveillance annual (Actif),Office of the Superintendent of Financial Institutions Canada , Bureau du surintendant des institutions financières Canada
"Feb 1, 2026",1.0,13db2583-427a-4e5f-b679-8532d3df571f,No resource,2020-09-11,2020-09-11,2025-11-12,First name bank - Girls,Banque de prénoms - Filles,No resources covered,Aucune ressource couverte,Government and Municipalities of Québec , Gouvernement et municipalités du Québec
"Feb 1, 2026",1.0,1427d389-cd21-4fe2-8ed9-282d9bdcb7e2,18dc02af-9788-4e80-8624-ad0a75f6dc7c,2023-09-14,2026-01-28,2026-01-28,Bathymetric Maps - Open,Cartes bathymétriques - Ouvrir,Bathymetric Maps - Open – Reference Table and Maps,Cartes bathymétriques - Ouverte — Tableau de référence et cartes,Government of British Columbia , Gouvernment de la Colombie-Britannique
"Feb 1, 2026",1.0,1427d389-cd21-4fe2-8ed9-282d9bdcb7e2,210fecbd-cb08-4deb-b23b-c77d9792be06,2023-09-14,2026-01-28,2026-01-28,Bathymetric Maps - Open,Cartes bathymétriques - Ouvrir,Bathymetric Maps - Open – Reference Table - Data Definitions,Cartes bathymétriques - Ouverte — Tableau de référence - Définitions des données,Government of British Columbia , Gouvernment de la Colombie-Britannique
"Feb 1, 2026",1.0,14ae0ed8-c55d-4c8f-88e4-6cce3ade168e,1c2a0b5b-54de-48ca-8b8f-f0ebc40e0396,2016-09-24,2016-12-01,2024-11-21,2012/13 EI Monitoring and Assessment Report - Income Benefits Data Tables ,Rapport de contrôle et d'évaluation de l'assurance-emploi 2012-2013 - Tableaux des données sur les Prestations de Revenu,Annex 2.9 Maternity Benefits,Annexe 2.9 Prestations de maternité,Employment and Social Development Canada , Emploi et Développement social Canada
"Feb 1, 2026",1.0,17782f09-1a8c-43f5-b9aa-ba4bba482ac5,95e204d0-9f30-48ee-98a4-ac75b66d68bf,2025-09-17,2025-09-17,2025-09-17,Placer Mining Settling Ponds (Volume 1) - Design Principles,Bassins de décantation pour mines de placers (volume 1) - Principes de conception,Report,Rapport,Government of Yukon , Gouvernement du Yukon
"Feb 1, 2026",1.0,17946cf3-18ad-45be-bb93-600200c8b62f,21bafc1d-ace6-44d1-a0c0-eb40e0b97fd3,2018-06-27,2024-07-24,2024-07-24,Alberta Municipal Election Results,Résultats des élections municipales en Alberta,2007 Alberta Municipal Election Results,Résultats des élections municipales de 2007 en Alberta,Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",2.0,17946cf3-18ad-45be-bb93-600200c8b62f,2d5f7456-1a98-4de2-a1a6-92d16a27062c,2018-06-27,2024-07-24,2024-07-24,Alberta Municipal Election Results,Résultats des élections municipales en Alberta,2017 Alberta Municipal Election Results,Résultats des élections municipales de 2017 en Alberta,Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",2.0,17946cf3-18ad-45be-bb93-600200c8b62f,No resource,2018-06-27,2018-06-27,2024-07-24,Alberta Municipal Election Results,Résultats des élections municipales en Alberta,No resources covered,Aucune ressource couverte,Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",1.0,17946cf3-18ad-45be-bb93-600200c8b62f,e13b6d9c-ec29-40d0-9a9f-dc89c5e6aeff,2018-06-27,2024-07-24,2024-07-24,Alberta Municipal Election Results,Résultats des élections municipales en Alberta,2004 Alberta Municipal Election Results,Résultats des élections municipales de 2004 en Alberta,Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",3.0,18752265-bda3-498c-a4ba-9dfe68cb98da,No resource,2024-06-21,2024-06-21,2025-08-28,Medium Resolution Digital Elevation Model (MRDEM) - CanElevation Series,Modèle numérique d'élévation de moyenne résolution (MNEMR) - Série CanÉlévation,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",3.0,18752265-bda3-498c-a4ba-9dfe68cb98da,b18394b9-764a-4e32-ad51-f04535f75c5d,2024-06-21,2025-08-28,2025-08-28,Medium Resolution Digital Elevation Model (MRDEM) - CanElevation Series,Modèle numérique d'élévation de moyenne résolution (MNEMR) - Série CanÉlévation,Medium Resolution Digital Elevation Model (MRDEM) - CanElevation Series - Product access guide (English),Modèle numérique d'élévation de moyenne résolution (MNEMR) - Série CanÉlévation - Guide d'utilisation (anglais),Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",1.0,18bb430e-ffc8-43e6-a20e-cc4e15c3fd71,9a04e3bf-1c87-4b07-856b-69c642f5e8cb,2020-11-26,2020-11-26,2024-11-21,Open Data Metadata Mapping,Table de correspondances des métadonnées relatives aux données ouvertes,Open Government Metadata Application Profile,Profil d’application de métadonnées du gouvernement ouvert,Treasury Board of Canada Secretariat , Secrétariat du Conseil du Trésor du Canada
"Feb 1, 2026",1.0,1915942b-6677-5a8e-8a7a-4e9743b4c88c,No resource,2016-09-24,2016-09-24,2022-03-14,Fur,Fourrures,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",1.0,196e7e04-cdb4-4bdb-9c00-4b6d950762a3,e9b39bb4-5f0c-4d5c-ae84-a04312b5f118,2018-06-27,2023-01-17,2023-01-17,"How often students eat breakfast (at least juice and toast or cereal), by sex, age group and selected countries","Combien de fois est ce que les étudiants prennent un petit déjeuner (au moins du jus et des rôties ou des céréales), selon le sexe, le groupe d'âge et les pays sélectionnés",Dataset,Ensembles de données,Statistics Canada , Statistique Canada
"Feb 1, 2026",3.0,197260f1-b5dc-4f53-a036-2541cff379eb,No resource,2016-09-24,2016-09-24,2024-06-11,Schedule 1 of Transportation of Dangerous Goods Regulations,Annexe 1 du Règlement sur le transport de marchandises dangereuses,No resources covered,Aucune ressource couverte,Transport Canada , Transports Canada
"Feb 1, 2026",1.0,1aaa7e65-fb20-4b5e-b9d6-52c00ac7aa5a,No resource,2016-10-27,2016-10-27,2026-01-08,Federal Child Support Tables – Yukon,Tables fédérales de pensions alimentaires pour enfants - Yukon,No resources covered,Aucune ressource couverte,Department of Justice Canada , Ministère de la Justice Canada
"Feb 1, 2026",1.0,1b026aab-edb3-4d5d-8231-270a09ed4e82,ed0a3a5b-f320-44fe-94d9-cc73b7cb0248,2016-10-17,2016-10-17,2024-05-18,Transition from Temporary Resident to Permanent Resident Status – Monthly IRCC Updates,Transition du statut de résident temporaire au statut de résident permanent  – Mises à jour mensuelles d’IRCC,Canada –  Permanent Residents with Prior Study Permit Holder Status by Province/Territory  and Immigration Category,Canada - Résidents permanents ayant le statut des titulaires de permis d'études selon la province/le territoire et la catégorie d'immigration,"Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Feb 1, 2026",1.0,1b1c2b92-b388-47d9-87d4-01aee8d3c3e4,22653cdd-d1e2-4c04-9d11-61b5cdd79b4e,2023-05-31,2023-05-31,2025-12-16,Traveller volumes by port of entry and month,Volume de voyageurs par port d’entrée et mois,Traveller Volumes by Port of Entry and month,Volume de voyageurs par port d’entrée et mois,Canada Border Services Agency , Agence des services frontaliers du Canada
"Feb 1, 2026",1.0,1b24b6de-a876-4e3c-80af-762e06def6ed,1878554c-98b9-4ece-800d-0c3515d41f74,2016-10-27,2026-01-08,2026-01-08,Federal Child Support Tables – Alberta,Tables fédérales de pensions alimentaires pour enfants - Alberta,2025 Simplified Federal Child Support Tables: 1 to 4 children,Tables fédérales de pensions alimentaires pour enfants de 2025 : un à quatre enfant(s),Department of Justice Canada , Ministère de la Justice Canada
"Feb 1, 2026",1.0,1b9ef470-5575-5986-a3e6-c18f49402e99,No resource,2016-09-24,2016-09-24,2022-02-22,The hydrologic cycle,Le cycle hydrologique,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Feb 1, 2026",2.0,1bcb7bcb-264c-47c2-a305-9cd927caac43,1c7c4066-6348-4607-bd06-530578e89946,2023-04-05,2024-07-24,2024-07-24,"Class size averages by school year, jurisdiction, and grade, Alberta","Taille moyenne des classes par année scolaire, juridiction et année d'études, Alberta",2011.zip,2011.zip,Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",1.0,1c1e4492-82ab-40dc-9c67-c2bccd98be4d,No resource,2023-11-08,2023-11-08,2023-11-08,"Income statistics for detailed income sources and taxes: Census metropolitan areas, tracted census agglomerations and census tracts","Des statistiques sur le revenu pour les sources de revenu et les impôts détaillés : Régions métropolitaines de recensement, agglomérations de recensement subdivisées en secteurs de recensement et secteurs de recensement",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Feb 1, 2026",2.0,1c949987-310c-4bd8-adaa-a9268332e4c0,05f5148b-5858-48e8-a73f-0fbd1066fc6d,2021-01-27,2025-12-24,2025-12-24,Vehicle population data,Données sur le parc de véhicules,Vehicle population data - 2024,Données relatives à la population des véhicules - 2024,Government of Ontario , Gouvernement de l'Ontario
"Feb 1, 2026",1.0,1c949987-310c-4bd8-adaa-a9268332e4c0,93b22907-9d9e-4930-9268-29dc6995e69b,2021-01-27,2025-12-24,2025-12-24,Vehicle population data,Données sur le parc de véhicules,Vehicle population data - 2020,Vehicle population data - 2020,Government of Ontario , Gouvernement de l'Ontario
"Feb 1, 2026",1.0,1cda0df2-550a-4449-9462-1c7464161b20,5bf4e08f-4d12-48d9-9d47-0251aaaf29e7,2022-03-30,2025-09-10,2025-09-10,1M Base Map plus Forest Areas of Alberta - Provincial Base Map Series,Carte de base 1M plus les zones forestières de l'Alberta - Série de cartes de base provinciales,1M Base Map plus Forest Areas of Alberta - Provincial Base Map Series - (PDF),Carte de base 1M plus zones forestières de l'Alberta - Série de cartes de base provinciales - (PDF),Government of Alberta , Gouvernement de l'Alberta
"Feb 1, 2026",1.0,1d2f74c5-7bf7-453f-8622-111a71d875f2,No resource,2021-01-27,2021-01-27,2025-12-24,Career college key performance indicators,Indicateurs de rendement des collèges d’enseignement professionnel,No resources covered,Aucune ressource couverte,Government of Ontario , Gouvernement de l'Ontario
"Feb 1, 2026",1.0,1d5b64e8-1c03-4d73-b25a-d316b54257fa,728c0839-b899-440c-b869-f802e5fddaa5,2024-08-28,2025-12-03,2025-12-03,"Visits, nights and spending for visitors to Canada by geography of visit, residency and mode of transport","Visites, nuitées et dépenses pour les visiteurs au Canada selon la géographie de visite, la résidence et le mode de transport",Dataset,Ensembles de données,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,1d946396-cf9a-4fa1-8942-4541063bfba4,No resource,2019-03-18,2019-03-18,2021-07-22,Detailed categorization results of the Domestic Substances List,Résultats détaillés de la catégorisation de la liste intérieure des substances,No resources covered,Aucune ressource couverte,Environment and Climate Change Canada , Environnement et Changement climatique Canada
"Feb 1, 2026",4.0,1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,No resource,2016-09-24,2016-09-24,2025-12-17,National Collision Database,Base nationale de données sur les collisions,No resources covered,Aucune ressource couverte,Transport Canada , Transports Canada
"Feb 1, 2026",1.0,1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,a463a00e-22f2-4692-aaf5-7eacd15f0fa8,2016-09-24,2023-06-02,2025-01-17,National Collision Database,Base nationale de données sur les collisions,National Collision Database (2004),Base nationale de données sur les collisions (2004),Transport Canada , Transports Canada
"Feb 1, 2026",1.0,1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,f964d00f-6bba-44be-ae79-85f574d04a31,2016-09-24,2025-01-17,2025-01-17,National Collision Database,Base nationale de données sur les collisions,National Collision Database (2021),Base nationale de données sur les collisions (2021),Transport Canada , Transports Canada
"Feb 1, 2026",1.0,1f15ca45-8bfd-4f9c-9ec6-2c0c440e69c2,No resource,2024-03-26,2024-03-26,2025-09-15,Canadian Student Alcohol and Drugs Survey (CSADS): Public Use Microdata File,Enquête canadienne sur l'alcool et les drogues chez les élèves (ECADE) : fichier de microdonnées à grande diffusion,No resources covered,Aucune ressource couverte,Health Canada , Santé Canada
"Feb 1, 2026",1.0,1f15ca45-8bfd-4f9c-9ec6-2c0c440e69c2,ac40f464-dba0-454c-9448-3fc66b88d68e,2024-03-26,2025-06-20,2025-09-15,Canadian Student Alcohol and Drugs Survey (CSADS): Public Use Microdata File,Enquête canadienne sur l'alcool et les drogues chez les élèves (ECADE) : fichier de microdonnées à grande diffusion,2023–2024 CSADS: PUMF — User Guide,2023–2024 CSADS: PUMF — User Guide,Health Canada , Santé Canada
"Feb 1, 2026",1.0,1fab2afd-4f3c-4922-a07e-58d7bed9dcfc,9f03d5c7-c331-4966-85ff-0a71a6ea258e,2016-09-24,2016-11-14,2026-01-28,"Canada Pension Plan (CPP) - Number of Benefits, by Place of Residence and Benefit Type","Régime de pensions du Canada (RPC) - Nombre de prestations, selon le lieu de résidence et le type de prestation",January 2012 - January 2026,janvier 2012 - janvier 2026,Employment and Social Development Canada , Emploi et Développement social Canada
"Feb 1, 2026",1.0,1feee3b5-8068-4dbb-b361-180875837593,44bf3932-697a-47a0-9c90-8a5cb256b000,2021-12-09,2021-12-09,2021-12-09,National Occupational Classification (NOC) 2021 Version 1.0,Classification nationale des professions (CNP) 2021 version 1.0,National Occupational Classification (NOC) 2021 Version 1.0 - Elements,Classification nationale des professions (CNP) 2021 version 1.0 - éléments ,Statistics Canada , Statistique Canada
"Feb 1, 2026",1.0,20b1a680-fd36-42ca-a073-2d3a0cfb68d6,038c7ea2-4605-4f79-8386-ae1c12d153ca,2025-06-10,2025-06-10,2025-06-10,EDC 2024 Integrated Annual Report,Rapport annuel intégré 2024 d’EDC,EDC 2024 Integrated Annual Report ,Rapport annuel intégré 2024 d’EDC ,Export Development Canada , Exportation et développement Canada
