Page_URL,Visits,day
open.canada.ca/data/en/dataset/2909a648-5753-4924-878a-b069392d9cde,26.0,"Jul 1, 2026"
open.canada.ca/en/using-open-data,24.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/26224d73-4ac7-4c9c-96c3-aabf5ab674b5,23.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e6951cc4-ff29-52bf-af41-a162d52b1011,22.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/contrats/,22.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e8a3fc19-6016-4c90-a5c0-eb35233d708e,22.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/065439a9-c194-4259-9c95-245a852be4a1,21.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/c4c5c7f1-bfa6-4ff6-b4a0-c164cb2060f7,21.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/f015e958-829b-44bb-b201-641584b818dd,21.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/91ed76b4-a1a2-4f87-9c4c-59cd64f7a9de,21.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d248b5be-5887-4cfb-942f-d425d82e6ea9,21.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0ae2c93c-bfc0-4d66-aef6-d49ff7a23625,20.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/360024f2-17e9-4558-bfc1-3616485d65b9,20.0,"Jul 1, 2026"
search.open.canada.ca/page/help/,20.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4dab5b98-b97b-7ba7-9c23-b3eaf8e8d762,20.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/90115b00-f9b8-49e8-afa3-b4cff8facaee/resource/b505b9bc-d375-4525-af39-afdf25639acf,20.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f82f66f2-a22b-4511-bccf-e1d74db39ae5,19.0,"Jul 1, 2026"
search.open.canada.ca/reclassification/,19.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/5d87eeb6-5305-4a0e-bc1d-fdf96e691749,19.0,"Jul 1, 2026"
search.open.canada.ca/briefingt/,18.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/236294e1-bc74-486f-ab97-422227bc8832,18.0,"Jul 1, 2026"
search.open.canada.ca/hospitality/,18.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1ba3c611-6e86-4485-bb28-24d0e8b9b190,17.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/grants/,17.0,"Jul 1, 2026"
search.open.canada.ca/opendata/similar/e8a3fc19-6016-4c90-a5c0-eb35233d708e,17.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/18bf3ea7-1940-46ec-af52-9ba3f77ed708,17.0,"Jul 1, 2026"
ouvert.canada.ca/fr/licence-du-gouvernement-ouvert-canada,16.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/12b769c8-48b8-4562-80fb-4a2e5ee9b45b,16.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/3dea01f1-0161-412a-93b6-76b4bfab17d6,16.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/055919c2-101e-4329-bfd7-1d0c333c0e62,16.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/9b34e712-513f-44e9-babf-9df4f7256550,16.0,"Jul 1, 2026"
search.open.canada.ca/travel_annual/,16.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0a7619fd-2ffe-44b5-9027-3dfcec0866fd,15.0,"Jul 1, 2026"
www.cic.gc.ca/expenses-depenses/prev-prec/detail-detail-eng.aspx,15.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4cedd37e-0023-41fe-8eff-bea45385e469,15.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b0488a2e-e784-4b2d-aa88-3a4829b1d708,15.0,"Jul 1, 2026"
ouvert.canada.ca/fr/utilisation-donnees-ouvertes,15.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4c6c515f-7c44-4bb6-ab56-c5f79f75f705,14.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0fe65119-e96e-4a57-8bfe-9d9245fba06b,14.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1b6139bd-ed7e-4043-bc28-ff00e10f3109,14.0,"Jul 1, 2026"
search.open.canada.ca/qpnotes/record/esdc-edsc%2CEWDDI-JUN2022-006,14.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f7e5498e-0ad8-4417-85c9-9b8aff9b9eda/resource/5582034d-8f89-49d5-8597-483d628078a1,14.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/d4a716f5-a2fc-4c3c-88ed-451fe05900e4,14.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1358284b-26e7-4c69-abd8-398d3da2c270,14.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/90fed587-1364-4f33-a9ee-208181dc0b97,13.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/a2f5faf4-07fe-4a3c-9bd3-62bbf11a426f,13.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/0a7918f0-6e8a-433b-9ea2-60e2b8674cb5,13.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/708992ad-bc24-4d0d-a087-17b7b5fd4d4d,13.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/236294e1-bc74-486f-ab97-422227bc8832,13.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dc343c43-a592-4a27-8ee7-c77df56afb34,12.0,"Jul 1, 2026"
ouvert.canada.ca/fr/divulgation-proactive,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/ce13ad55-1471-4a4c-9922-94a68ad15cb2,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/9ae4eb3f-8b65-47f5-98be-57f536db9ac7,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f739b262-64eb-4dcb-b84e-6e6323a8ba53,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/56f75efc-3681-34ce-6440-c2c8a8457332,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/5b401fa0-6c29-57f0-b3d5-749f301d829d,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/c7413d9f-112e-4a26-bbd1-ae2711856629/resource/7e5679e0-bd93-4fe2-871f-86a7bc2479b5,12.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/094c9b54-a1ca-4aad-935e-2541e5a23b3f/resource/bed25a6c-ced8-47b4-aaf9-851d08fd5348,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d3881c4c-650d-4070-bf9b-1e00aabf0a1d,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/432527ab-7aac-45b5-81d6-7597107a7013,11.0,"Jul 1, 2026"
search.open.canada.ca/travela/,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/8ba2aa2a-7bb9-4448-b4d7-f164409fe056,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0797e893-751e-4695-8229-a5066e4fe43c,11.0,"Jul 1, 2026"
search.open.canada.ca/nap5/,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/90fed587-1364-4f33-a9ee-208181dc0b97/resource/bd5dab03-02dc-4542-8e01-c04dca9a0337,11.0,"Jul 1, 2026"
search.open.canada.ca/briefingt/record/tc%2CACE-2026-547731,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/98f1a129-f628-4ce4-b24d-6f16bf24dd64/resource/c98b9dc8-b23f-4cd8-8b19-e892da1e4688,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b6567c5c-8339-4055-99fa-63f92114d9e4,11.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/a1acb126-9ce8-40a9-b889-5da2b1dd20cb,10.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/f015e958-829b-44bb-b201-641584b818dd,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/522b07b9-78e2-4819-b736-ad9208eb1067,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d38de914-c94c-429b-8ab1-8776c31643e3,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1c3d15f9-9cfa-4010-8462-0d67e493d9b9,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/498a6086-e7c3-440c-b4d3-22fc6c5599a9,10.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/15afba65-bd44-465d-b616-0b85206f311a,10.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/2916fad5-ebcc-4c86-b0f3-4f619b29f412/resource/15eeafa2-c331-44e7-b37f-d0d54a51d2eb,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/22c7cb44-1463-48f7-8e47-88857f207702,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/8f64c3ce-f173-4d53-bae9-5728bee4a0e3,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/5efa3920-83f6-4108-bb51-db2456e7b37c,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b9ead11c-fef5-262a-6934-282df6515121,10.0,"Jul 1, 2026"
open.canada.ca/en/open-government-licence-consultation-report,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/94fc74d6-9b9a-4c2e-9c6c-45a5092453aa,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/15afba65-bd44-465d-b616-0b85206f311a,10.0,"Jul 1, 2026"
open.canada.ca/en/working-data-api/structured-data,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4672733b-bbb6-4299-a57f-f19ab475ac11,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f8e27889-fb07-4f9d-b2ba-591578274b7c,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e8745429-21e7-4a73-b3f5-90a779b78d1e,10.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/data/,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/bdc6f465-86c9-4158-9b31-d84924a978c4,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/028d4791-1241-437a-9f7b-fdf08b0d6dfb,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b/resource/369f6f34-148a-42ed-b581-8c164e941a89,10.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/2b0c5ebe-c4a6-4a1d-9b4b-c850f9b5c3c4,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e8a3fc19-6016-4c90-a5c0-eb35233d708e/resource/04b0ca5c-01e0-46ba-bd70-9d6a29e092ed,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b6cbcf4d-f763-4924-a2fb-8cc4a06e3de4,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/a4b190fe-e090-4e6d-881e-b87956c07977,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e547539b-7fc6-4879-be54-3d1f80ac9e9e,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dc2b81cb-7923-4778-820a-27036ca664e5,9.0,"Jul 1, 2026"
search.open.canada.ca/travelq/,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f281b150-0645-48e4-9c30-01f55f93f78e,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/8c387c19-9411-c58c-89d3-9e222ea3f50a/resource/fb18822e-19ba-4140-b7a1-0deb5583a607,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/292646cd-619f-4200-afb1-8b2c52f984a2,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/7c03f039-3753-4093-af60-74b0f7b2385d,9.0,"Jul 1, 2026"
open.canada.ca/en/access-to-information,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/79fdad93-9025-49ad-ba16-c26d718cc070,9.0,"Jul 1, 2026"
search.open.canada.ca/opendata/similar/094c9b54-a1ca-4aad-935e-2541e5a23b3f,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f7e5498e-0ad8-4417-85c9-9b8aff9b9eda/resource/d1c1f4f3-2d7f-4e02-9a79-7af98209c2f3,9.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/80c00cdb-1358-415c-bb8b-0de7f12675b8,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d8f85d91-7dec-4fd1-8055-483b77225d8b/resource/12d72e99-0ac1-4465-9f9b-943ff5b81f6c,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/203bb08d-fdff-46f6-93ec-00e5d1d76a81,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e1c4350c-f9ba-4809-81ab-8f770fb7b040,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/90fed587-1364-4f33-a9ee-208181dc0b97/resource/3b7a821b-becc-4d96-9e39-0c2849f90c50,8.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/page/aide/,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0a62aa3b-5e76-d7ba-9326-1daa415929d1,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/6a09c998-cddb-4a22-beff-4dca67ab892f,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b1cbb21a-1e7d-4bd5-b4ee-01b04901749c,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/90fed587-1364-4f33-a9ee-208181dc0b97/resource/fbfda891-5327-4e01-927e-0e0dd580d304,8.0,"Jul 1, 2026"
ouvert.canada.ca/data/dataset/fc78a825-3386-487a-8d9a-984bf17a4dba,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/7f245e4d-76c2-4caa-951a-45d1d2051333,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1b36a356-defd-4813-acea-47bc3abd859b,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/9797a946-9da8-41ec-8815-f6b276dec7e9,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b27ec3ef-7338-4e76-a6fd-128339a92df5/resource/4d9269de-202b-4e50-b7fd-358dfb0a2f2d,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/58e12a69-acec-454c-ac04-d006ff3c8c93,8.0,"Jul 1, 2026"
search.open.canada.ca/qpnotes/record/esdc-edsc%2CSEN-DEC2022-015,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/29122e72-5762-25f0-732f-c6377f11763f,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/bdc68e9a-9e15-40eb-b1f2-05afc48a828a,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/360024f2-17e9-4558-bfc1-3616485d65b9/resource/d5779439-e0fb-4e6f-82d0-c6070f654bec,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/742b4dcb-b834-46c9-93b7-6878bb0ae295,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/a35cf382-690c-4221-a971-cf0fd189a46f,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f7130012-beca-4de8-a57d-50c03ca323d0,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/86e2e0c7-150b-4a2b-b90c-ebc62f26f8a2,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/15aa455c-9f9f-4405-8eee-4445d02fd35c,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/8ec4a9df-b76b-4a67-8f93-cdbc2e040098,8.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/779c7bcf-4982-47eb-af1b-a33618a05e5b,8.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/b6cbcf4d-f763-4924-a2fb-8cc4a06e3de4,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/a13a2575-5bda-4bfd-a9b1-5bd2dd583f09,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/23344072-7118-4715-84a9-daf630ec76c8/resource/4252857a-9e5f-47f9-98b1-1291e8f9f692,7.0,"Jul 1, 2026"
open.canada.ca/data/dataset/2909a648-5753-4924-878a-b069392d9cde,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/36f33d8b-8527-48c5-adff-343639ec4b50,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/23344072-7118-4715-84a9-daf630ec76c8,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/ef546c83-43a8-4404-943e-ab324164eeb3,7.0,"Jul 1, 2026"
search.open.canada.ca/qpnotes/record/aandc-aadnc%2CCIR-2025-QP-2915,7.0,"Jul 1, 2026"
search.open.canada.ca/robots.txt/,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1b6139bd-ed7e-4043-bc28-ff00e10f3109/resource/e1ffee62-58cb-4e3e-b359-115c658388ad,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/b0e112e9-cf53-4e79-8838-23cd98debe5b,7.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/accueil/,7.0,"Jul 1, 2026"
"search.open.canada.ca/qpnotes/record/ps-sp,PS-2024-QP-1--MPS-001",7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/2c30e366-ef2b-400e-8363-0b13e4a7b6f4,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/d5303a76-30ca-4e03-b670-e726140a08f5,7.0,"Jul 1, 2026"
open.canada.ca/en/expenditures-ministers-offices,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/bfab5876-77e5-4dbf-8693-3b0bc69428b8,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f2d9985b-7195-4a12-8f6c-4efc9adca8d1,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/98f1a129-f628-4ce4-b24d-6f16bf24dd64/resource/026e45b4-eb63-451f-b34f-d9308ea3a3d9,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/44ff66e7-f9b6-4703-a18b-2cff40444b28,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/52e4b14b-597a-4ecf-a184-23a6e69b0d57,7.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/voyage/,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f5c8a5a0-354d-455a-99ab-8276aa38032e,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d4a716f5-a2fc-4c3c-88ed-451fe05900e4,7.0,"Jul 1, 2026"
search.open.canada.ca/contracts/record/elections%2CC-2025-2026-Q2-00054,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/65658050-7a80-4da3-9a09-da137c203a34,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/7069387e-9986-4297-9f55-0288e9676947,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/98f1a129-f628-4ce4-b24d-6f16bf24dd64/resource/d589f2bc-9a85-4f65-be2f-20f17debfcb1,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/69c68f22-8a2a-43d1-8f4e-4017e3ffebba/resource/1ffc4a5e-e41b-48c7-929e-633d023ef8dc,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/d8f85d91-7dec-4fd1-8055-483b77225d8b,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4cc207cc-ff03-44f8-8c5f-415af5224646,7.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0/resource/5d87eeb6-5305-4a0e-bc1d-fdf96e691749,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/f2303645-5952-4766-bd5c-3b9b50dda1ca,7.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/notesdinfo/,7.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4c6c515f-7c44-4bb6-ab56-c5f79f75f705/resource/d4c1d98d-c19e-4730-ab2d-6e64160351a7,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/4dab5b98-b97b-7ba7-9c23-b3eaf8e8d762/resource/068745ec-8ba5-4191-83b7-2b8d7df88ae7,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/83d03eb4-6f96-4db9-86c7-8f2b841f4146,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/9b34e712-513f-44e9-babf-9df4f7256550/resource/c294b584-bee1-4fc2-b02e-cef8601816ab,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/306e5004-534b-4110-9feb-58e3a5c3fd97,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/6de5cd59-778f-450c-935f-1b9bee161f97,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/6abd20d4-7a1c-4b38-baa2-9525d0bb2fd2/resource/5870de7c-86fe-4d05-8d73-cd412e12fdeb,6.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/contracts/,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/019a1446-89f4-41be-ab52-44fc12c31170,6.0,"Jul 1, 2026"
rechercher.ouvert.canada.ca/pan5/,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/1f8c45b5-443b-415c-9cc1-6fab98455e98/resource/4d552e8b-672a-4bff-81ea-72bc3ba121d2,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/dfb8b498-fa4b-4286-b3ec-58db88aca1cf,6.0,"Jul 1, 2026"
search.open.canada.ca/qpnotes/record/cic%2CIRCC-2024-QP-00034,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/199e5070-2fd5-49d3-aa21-aece08964d18,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/91ed76b4-a1a2-4f87-9c4c-59cd64f7a9de/resource/d0f6040e-671c-4301-a235-e9e7ba164604,6.0,"Jul 1, 2026"
ouvert.canada.ca/data/dataset/0c27592f-0fd4-4e8f-861d-b70f6ee04de2,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/957782bf-847c-4644-a757-e383c0057995/resource/2f2fa516-7f7a-4708-ae47-312ef55d80b7,6.0,"Jul 1, 2026"
ouvert.canada.ca/data/fr/dataset/adad580f-76b0-4502-bd05-20c125de9116,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/90fed587-1364-4f33-a9ee-208181dc0b97/resource/f995383c-800e-46dd-92fa-a06ec7a9a706,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/c4c5c7f1-bfa6-4ff6-b4a0-c164cb2060f7/resource/b8931c16-0710-4c31-bbda-f60841e98cb4,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/12b769c8-48b8-4562-80fb-4a2e5ee9b45b/resource/da1e8311-b195-40bb-8bf8-41fc709973de,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/e6e11b99-f0cc-44f7-f5eb-3b995fb1637e,6.0,"Jul 1, 2026"
open.canada.ca/data/en/dataset/0b4e8355-7244-8db5-0ef1-0eb4f2347d0c,6.0,"Jul 1, 2026"
