day,Visits,dataset_id,resource_id,Dataset_creation,Resource_creation,Resource_modification,dataset_title,titre_du_jeu_de_donnees,resource_title,titre_du_ressource,institution_EN,institution_FR
"Jan 1, 2026",2.0,0032ce54-c5dd-4b66-99a0-320a7b5e99f2,No resource,2016-09-23,2016-09-23,2022-12-08,Federal Corporations,Sociétés de régime fédéral,No resources covered,Aucune ressource couverte,"Innovation, Science and Economic Development Canada "," Innovation, Sciences et Développement économique Canada"
"Jan 1, 2026",2.0,006ec1cd-5682-435a-ba80-e61408f9afb9,No resource,2018-06-27,2018-06-27,2023-01-17,"Life expectancy, abridged life table, at birth and at age 65","Espérance de vie, table de mortalité abrégée, à la naissance et à 65 ans",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Jan 1, 2026",1.0,006fa04f-13f2-49e6-ba7e-13884dd5779e,No resource,2025-09-17,2025-09-17,2025-09-17,"Geology and mineralization of the Len intrusive-hosted gold prospect, McQuesten area, Yukon","Géologie et minéralisation du prospect aurifère intrusif de Len, région de McQuesten, Yukon",No resources covered,Aucune ressource couverte,Government of Yukon , Gouvernement du Yukon
"Jan 1, 2026",1.0,008142c0-b075-db20-99c3-7a9e5192911e,No resource,2022-05-03,2022-05-03,2024-07-24,NS Top Twenty Baby Names 2015,Les 20 meilleurs prénoms de bébé de la Nouvelle-Écosse en 2015,No resources covered,Aucune ressource couverte,Government of Nova Scotia , Gouvernment de la Nouvelle-Écosse
"Jan 1, 2026",5.0,009f9a49-c2d9-4d29-a6d4-1a228da335ce,No resource,2017-02-20,2017-02-20,2026-01-01,Proactive Disclosure - Travel Expenses,Divulgation des frais de voyage,No resources covered,Aucune ressource couverte,Treasury Board of Canada Secretariat , Secrétariat du Conseil du Trésor du Canada
"Jan 1, 2026",1.0,00c2362a-df56-4da3-a516-7adcc9495494,79e7e112-bc10-457b-87e0-e1051c984f23,2023-06-30,2023-06-30,2023-06-30,Radon action guide for provinces and territories: Policies for specific locations,Guide d'action contre le radon à l’intention des provinces et des territoires : Politiques sur des emplacements précis,Radon action guide for provinces and territories: Policies for specific locations,Guide d'action contre le radon à l’intention des provinces et des territoires : Politiques sur des emplacements précis,Health Canada , Santé Canada
"Jan 1, 2026",1.0,00df4861-94fc-4d78-8ad4-0aa8cc8bb46e,75e434b0-1786-4217-9a9a-da3675fc8505,2024-10-02,2025-03-22,2025-03-22,GC HR and Pay - Deputy Minister Sponsoring Group,RH et paye du GC - Groupe de parrainage des sous-ministres ,2025-02-20 Record of Decision - HR & Pay Deputy Minister Sponsoring Group,2025-02-20 Rapport de décision - Groupe de parrainage RH et paye,Public Services and Procurement Canada , Services publics et Approvisionnement Canada
"Jan 1, 2026",1.0,00df4861-94fc-4d78-8ad4-0aa8cc8bb46e,f3608fe3-6747-4ae5-bcc4-14d96dc34e49,2024-10-02,2024-11-29,2024-11-29,GC HR and Pay - Deputy Minister Sponsoring Group,RH et paye du GC - Groupe de parrainage des sous-ministres ,2024-07-11 Presentation - Detailed Project Plan and Decision Points,2024-07-11 Présentation - Plan de projet détaillé et points de décision,Public Services and Procurement Canada , Services publics et Approvisionnement Canada
"Jan 1, 2026",3.0,0126c7e2-2a49-52de-9090-69e644f6cec7,555ea6ac-79f3-4087-bf46-9b4ffce02425,2016-09-24,2017-01-26,2017-01-26,"Results of the 33rd Federal Election, September 4, 1984",Résultats de la 33e élection fédérale - Le 4 septembre 1984,Download English PDF through HTTP,Télécharger le fichier en format Anglais PDF via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",6.0,0126c7e2-2a49-52de-9090-69e644f6cec7,No resource,2016-09-24,2016-09-24,2022-03-14,"Results of the 33rd Federal Election, September 4, 1984",Résultats de la 33e élection fédérale - Le 4 septembre 1984,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,012b00b1-ad68-4ede-a318-d6d6bb3bdbfe,68e7eea7-79d2-4673-a463-3ee80e79d9df,2017-08-10,2017-08-10,2025-11-13,Veterans Affairs Canada Privacy Impact Assessments,Anciens Combattants Canada Évaluation des facteurs relatifs à la vie privée,Transition Services and Casualty Management ,Services de transition et gestion du soutien aux blessés ,Veterans Affairs Canada , Anciens Combattants Canada
"Jan 1, 2026",1.0,012b00b1-ad68-4ede-a318-d6d6bb3bdbfe,97d366db-40e1-435c-8adf-d1022939d8a4,2017-08-10,2017-08-10,2025-11-13,Veterans Affairs Canada Privacy Impact Assessments,Anciens Combattants Canada Évaluation des facteurs relatifs à la vie privée,Outreach and Visitation Initiative,Initiative de sensibilisation et de visite,Veterans Affairs Canada , Anciens Combattants Canada
"Jan 1, 2026",1.0,012b00b1-ad68-4ede-a318-d6d6bb3bdbfe,ed1a9856-6acf-45cb-8c39-c27c8199b65f,2017-08-10,2017-08-10,2025-11-13,Veterans Affairs Canada Privacy Impact Assessments,Anciens Combattants Canada Évaluation des facteurs relatifs à la vie privée,Private Storage of Records,Entreposage privé des dossiers,Veterans Affairs Canada , Anciens Combattants Canada
"Jan 1, 2026",1.0,0140b043-08df-5fee-8f0c-9739c119331d,c698a4bb-fc4b-4206-a672-2cf6e58dac8b,2017-04-18,2017-04-18,2017-04-18,"Magnetic anomaly map (residual total field), New Glasgow, Nova Scotia","Carte des anomalies magnétiques (champ résiduel total), New Glasgow, Nouvelle-Écosse",Download File in PDF through HTTP,Télécharger le fichier en format PDF via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",2.0,01742c1e-4d99-485c-a2a4-c51163da542f,00b5965d-eebf-4534-ba04-9e0001294b2e,2021-01-27,2025-09-17,2025-09-17,"Occupational health and safety field visits, workplaces visited, and orders issued","Visites de chantiers pour la santé et la sécurité au travail, lieux de travail visités, et ordres ou exigences (ou les deux) du ministère concernant la santé et la sécurité au travail",2013,2013,Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",1.0,01742c1e-4d99-485c-a2a4-c51163da542f,2cb906f5-ee2d-4ca4-83c5-f4cf35ec4db3,2021-01-27,2025-09-17,2025-09-17,"Occupational health and safety field visits, workplaces visited, and orders issued","Visites de chantiers pour la santé et la sécurité au travail, lieux de travail visités, et ordres ou exigences (ou les deux) du ministère concernant la santé et la sécurité au travail",Original metadata (https://data.ontario.ca),Métadonnées originales (https://data.ontario.ca),Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",1.0,01742c1e-4d99-485c-a2a4-c51163da542f,a833863b-1a8a-4f43-b651-e88ffc0036c4,2021-01-27,2025-09-17,2025-09-17,"Occupational health and safety field visits, workplaces visited, and orders issued","Visites de chantiers pour la santé et la sécurité au travail, lieux de travail visités, et ordres ou exigences (ou les deux) du ministère concernant la santé et la sécurité au travail",2020,2020,Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",2.0,01742c1e-4d99-485c-a2a4-c51163da542f,b4ee0404-f00e-41e5-a428-c1be080c2ef1,2021-01-27,2025-09-17,2025-09-17,"Occupational health and safety field visits, workplaces visited, and orders issued","Visites de chantiers pour la santé et la sécurité au travail, lieux de travail visités, et ordres ou exigences (ou les deux) du ministère concernant la santé et la sécurité au travail",2018,2018,Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",2.0,01742c1e-4d99-485c-a2a4-c51163da542f,cc58e8c9-2b63-4248-bd43-bc60eeb4f62e,2021-01-27,2025-09-17,2025-09-17,"Occupational health and safety field visits, workplaces visited, and orders issued","Visites de chantiers pour la santé et la sécurité au travail, lieux de travail visités, et ordres ou exigences (ou les deux) du ministère concernant la santé et la sécurité au travail",2016,2016,Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",1.0,017e28a4-9d9a-4888-861c-42a2195430b3,fdee8ac8-3fb7-4259-83d5-e7f2e6c9730b,2021-08-27,2023-01-17,2023-01-17,Change in sales of services digitally delivered to customers or clients in other countries in the last 12 months,"Variation des ventes de services fournis par voie numérique à des clients ou à des consommateurs d’autres pays au cours des 12 derniers mois, troisième trimestre de 2021",Dataset,Ensembles de données,Statistics Canada , Statistique Canada
"Jan 1, 2026",1.0,01c0c535-27fc-5dc0-b887-7169276f0c31,5317e573-fd78-43e8-aa9d-839cb96eed85,2016-09-24,2017-02-01,2017-02-01,Borehole - NB-PR-SB-PR017,Sondage - NB-PR-SB-PR017,"Download data and grids in various file formats, English application","Télécharger des données et des grilles en formats de fichiers variés, application en Anglais",Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,01c85d28-2a81-4295-9c06-4af792a7c209,32afec9b-e7b1-4e93-8244-82ab2b7de066,2017-04-12,2019-05-31,2025-09-22,(ARCHIVED) Syrian Refugees – Monthly IRCC Updates,(ARCHIVÉ) Réfugiés syriens – Mises à jour mensuelles d’IRCC,"(ARCHIVED) [rounded numbers - not for calculations] Canada - Syrian Refugees (15+ years old) by Province/Territory, Skill Level and Immigration Category","(ARCHIVÉ) [chiffres arrondis - pas pour calculs] Canada - Réfugiés syriens (15+ ans) selon la province / le territoire, le niveau de compétence et la catégorie d'immigration","Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Jan 1, 2026",2.0,01c85d28-2a81-4295-9c06-4af792a7c209,937b03b1-8a40-4b8b-8074-68532dff8c4b,2017-04-12,2017-04-12,2025-09-22,(ARCHIVED) Syrian Refugees – Monthly IRCC Updates,(ARCHIVÉ) Réfugiés syriens – Mises à jour mensuelles d’IRCC,"(ARCHIVED) Canada - Syrian Refugees (15+ years old) by Province/Territory, Skill Level and Immigration Category","(ARCHIVÉ) Canada - Réfugiés syriens (15+ ans) selon la province / le territoire, le niveau de compétence et la catégorie d'immigration","Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Jan 1, 2026",1.0,01c85d28-2a81-4295-9c06-4af792a7c209,bec15974-a163-45a4-a194-874925002efa,2017-04-12,2017-04-12,2025-09-22,(ARCHIVED) Syrian Refugees – Monthly IRCC Updates,(ARCHIVÉ) Réfugiés syriens – Mises à jour mensuelles d’IRCC,"(ARCHIVED) Canada - Syrian Refugees by Province/Territory, Family Status and Immigration Category","(ARCHIVÉ) Canada - Réfugiés syriens selon la province / le territoire, la situation familiale et la catégorie d'immigration","Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Jan 1, 2026",1.0,01c85d28-2a81-4295-9c06-4af792a7c209,ffb152c2-8964-4aff-8c95-f4b5ef50232b,2017-04-12,2017-04-12,2025-09-22,(ARCHIVED) Syrian Refugees – Monthly IRCC Updates,(ARCHIVÉ) Réfugiés syriens – Mises à jour mensuelles d’IRCC,"(ARCHIVED) Canada - Syrian Refugees by Province/Territory, Official Language Spoken (OLS) and Immigration Category","(ARCHIVÉ) Canada - Réfugiés syriens selon la province / le territoire, la langue officiel le parlée et la catégorie d'immigration","Immigration, Refugees and Citizenship Canada "," Immigration, Réfugiés et Citoyenneté Canada"
"Jan 1, 2026",1.0,01daa0aa-fba8-4555-9bd9-f006d3290d51,4795cdd8-8a5e-4164-be0d-f1c60cbe7b7b,2019-12-02,2019-12-02,2019-12-02,Canadian Antimicrobial Resistance Surveillance System 2017 Report,Système canadien de surveillance de la résistance aux antimicrobiens - Rapport de 2017,Canadian Antimicrobial Resistance Surveillance System 2017 Report,Système canadien de surveillance de la résistance aux antimicrobiens - Rapport de 2017,Public Health Agency of Canada , Agence de la santé publique du Canada
"Jan 1, 2026",1.0,02096709-bda3-5cc0-8207-6f06dc78aec4,4effb04f-bbd2-48b0-92b0-d423aa991a1b,2016-09-24,2017-05-26,2017-05-26,"Electricity - Eastern Canada Generating Stations, 1968","Électricité – L’Est du Canada – Centrales génératrices, 1968",Download the French PDF through HTTP,Télécharger le fichier en format PDF français via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,02096709-bda3-5cc0-8207-6f06dc78aec4,b41b82c9-2964-4050-9fab-544d45949be3,2016-09-24,2017-05-26,2017-05-26,"Electricity - Eastern Canada Generating Stations, 1968","Électricité – L’Est du Canada – Centrales génératrices, 1968",Download the English PDF through HTTP,Télécharger le fichier en format PDF Anglais via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,023ef1fd-878e-425d-a369-15c3e27a67f9,No resource,2020-11-27,2020-11-27,2025-12-11,GO Train stations,Gares ferroviaires du réseau GO Transit,No resources covered,Aucune ressource couverte,Government of Ontario , Gouvernement de l'Ontario
"Jan 1, 2026",1.0,026f43a9-aaf9-4df3-b0b8-49683f932aea,53d280b0-7c00-401f-a7a2-1a285251182c,2025-09-02,2025-09-02,2025-09-02,Why no one is left behind by a feminist international assistance policy,Pourquoi une politique d’aide internationale féministe ne laisse personne de côté,Why no one is left behind by a feminist international assistance policy - 2023-05-16,Pourquoi une politique d’aide internationale féministe ne laisse personne de côté - 2023-05-16,Global Affairs Canada , Affaires mondiales Canada
"Jan 1, 2026",6.0,028b244a-3d85-4530-8300-3dca08f20204,No resource,2025-10-07,2025-10-07,2025-10-07,Canada Gazette: Regulations Amending the Special Economic Measures (Russia) Regulations: SOR/2023,La Gazette du Canada : Règlement modifiant le Règlement sur les mesures économiques spéciales visant la Russie : DORS/2023,No resources covered,Aucune ressource couverte,Global Affairs Canada , Affaires mondiales Canada
"Jan 1, 2026",1.0,028dd58d-320c-53fb-b5bc-8188fd5d5edf,13c7d15f-b2e5-457e-b3ce-6cd3df58ecee,2016-09-24,2017-01-26,2017-01-26,Physiographic Regions,Régions physiographiques,Download French PDF through HTTP,Télécharger le fichier en format français PDF via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,028dd58d-320c-53fb-b5bc-8188fd5d5edf,1a791f13-22d4-463b-b7d0-899395c1ac56,2016-09-24,2017-01-26,2017-01-26,Physiographic Regions,Régions physiographiques,Download French JPEG2000 through HTTP,Télécharger le fichier en format français JPEG2000 via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,028dd58d-320c-53fb-b5bc-8188fd5d5edf,8d74775f-dfe1-42a7-a4d8-3f5be4794e4a,2016-09-24,2017-01-26,2017-01-26,Physiographic Regions,Régions physiographiques,Download English PDF through HTTP,Télécharger le fichier en format Anglais PDF via HTTP,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,028dd58d-320c-53fb-b5bc-8188fd5d5edf,No resource,2016-09-24,2016-09-24,2022-03-14,Physiographic Regions,Régions physiographiques,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,02ac3803-f7f0-45c3-a9ab-ce90c30afd5c,507d2ff1-6a6a-4c64-a7ef-37ef72946124,2021-10-06,2021-10-06,2021-10-06,Novel Food Information - Simplot Innate® Potato Event Gen1-V11,Information sur les aliments nouveaux - Variété de pommes de terre Gen1-V11 de marque Simplot InnateMD,Novel Food Information - Simplot Innate® Potato Event Gen1-V11,Information sur les aliments nouveaux - Variété de pommes de terre Gen1-V11 de marque Simplot InnateMD,Health Canada , Santé Canada
"Jan 1, 2026",2.0,02e4659a-462f-42c4-9a55-69f59fd8d956,No resource,2023-06-21,2023-06-21,2023-06-21,"First official language spoken by mobility status 5 years ago, language used most often at work and highest level of education: Canada, provinces and territories and census metropolitan areas with parts","Première langue officielle parlée selon la mobilité 5 ans auparavant, la langue utilisée le plus souvent au travail et le plus haut niveau de scolarité : Canada, provinces et territoires et régions métropolitaines de recensement y compris les parties",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Jan 1, 2026",1.0,02ebdab9-cbf3-4f56-8c29-79fa0ed0ed2e,No resource,2020-09-14,2020-09-14,2025-05-01,Traffic lights — locations all intersections,Feux de circulation – emplacements toutes intersections,No resources covered,Aucune ressource couverte,Government and Municipalities of Québec , Gouvernement et municipalités du Québec
"Jan 1, 2026",1.0,02f8614e-e360-405e-b29e-aeaec9b9df02,No resource,2018-06-27,2018-06-27,2024-07-24,Alberta Slaughter Cattle Prices,Prix des bovins de boucherie en Alberta,No resources covered,Aucune ressource couverte,Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,030452bb-b158-417d-9e0b-209141baee6c,fb1daf69-44d3-42ac-8d62-465222dfe287,2022-03-30,2025-10-15,2025-10-15,CBM Potential of the Alberta Plains - Calculated Gas In Place of the Mannville Coal Zone (GIS dataset),Potentiel CBM des plaines de l'Alberta - Gaz calculé à la place de la zone houillère de Mannville (jeu de données SIG),SHP (From Alberta Geodiscover Portal metadata),SHP (à partir des métadonnées du portail Alberta Geodiscover),Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,030c13fc-e95c-5313-9a67-bb746a337e9c,c60e184a-bb03-4d37-a2c1-6f4ce80f1bad,2016-09-24,2017-01-26,2017-01-26,CAGDB - NATGAM - 65P,BDGAC - NATGAM - 65P,"Download data and grids in various file formats, English application","Télécharger des données et des grilles en formats de fichiers variés, application en Anglais",Natural Resources Canada , Ressources naturelles Canada
"Jan 1, 2026",1.0,031b1433-3915-4d20-88c1-02622b582752,c8fcdb6f-ac83-4ae0-9544-708c4596bc84,2017-01-19,2017-01-19,2017-01-19,Other Carriers (e.g. Satellite carriers) - Registration List,Autres entreprises (p. ex. Les entreprises de transmission par satellite) – Liste d’enregistrement,Data Dictionary,Dictionnaire de donnée,Canadian Radio-television and Telecommunications Commission , Conseil de la radiodiffusion et des télécommunications canadiennes
"Jan 1, 2026",1.0,031efcb8-b5e2-4258-9d5a-aecd65d17b31,2a1ae354-8fd8-4010-a2b3-3f8a6c699d36,2018-10-11,2018-10-11,2024-11-20,"Consultation on the Canadian Free Trade Agreement, Regulatory Reconciliation and Cooperation Table","Consultations sur l’Accord de libre-échange canadien, la Table de conciliation et de coopération en matière réglementaire",Canadian Sheep Federation RCT submission,Fédération canadienne du mouton TCCR présentation,Treasury Board of Canada Secretariat , Secrétariat du Conseil du Trésor du Canada
"Jan 1, 2026",1.0,032877a6-d4a9-4fb8-8885-d15886821645,No resource,2023-04-05,2023-04-05,2024-07-24,"Mobility Status (Place of Residence Five Years Ago - Movers) of Aboriginal Identity Population by Sex, Alberta and its Census Metropolitan Areas (CMA)","État de mobilité (lieu de résidence il y a cinq ans - personnes ayant déménagé) de la population d'identité autochtone selon le sexe, Alberta et ses régions métropolitaines de recensement (RMR)",No resources covered,Aucune ressource couverte,Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,032c3eeb-a6c0-4fc5-93ea-d67fcb2037a7,No resource,2025-08-13,2025-08-13,2025-11-17,Library and Archives Canada Quarterly Financial Reports 2025-2026,Rapports financiers trimestriels 2025-2026 de Bibliothèque et Archives Canada,No resources covered,Aucune ressource couverte,Library and Archives Canada , Bibliothèque et Archives Canada
"Jan 1, 2026",1.0,03652383-bed9-4170-9a7a-0bdc218ea2bb,No resource,2023-05-08,2023-05-08,2025-07-22,"Number, percentage and rate of homicide victims, by gender and Indigenous identity","Nombre, pourcentage et taux de victimes d'homicide, selon le genre et l'identité autochtone",No resources covered,Aucune ressource couverte,Statistics Canada , Statistique Canada
"Jan 1, 2026",1.0,03865283-315d-45dc-85a1-99ef7da84f42,808f61a2-640e-43a8-8651-5b5a5d3da7cd,2022-09-27,2025-10-15,2025-10-15,Air Pollutant Emissions - Ammonia emissions by facility,Émissions de polluants atmosphériques - Émissions d'ammoniac par installation,Ammonia emissions by facility – English (116 kB),Émissions d'ammoniac par installation – Anglais (116 ko),Environment and Climate Change Canada , Environnement et Changement climatique Canada
"Jan 1, 2026",1.0,03b66b45-a626-4180-8254-c8db8ff12d18,4826cb66-8025-44b4-a27b-31f8738f55a0,2018-06-27,2024-11-13,2024-11-13,Distribution of Discrete Patients by Payment Range for Services Provided by Physicians,Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins,"Distribution of Discrete Patients by Payment Range for Services Provided by Physicians for the Service Year April 1, 2019 to March 31, 2020",Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins pendant l'année de service allant du 1er avril 2019 au 31 mars 2020,Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,03b66b45-a626-4180-8254-c8db8ff12d18,489114c3-3c73-4215-b842-0bac4ac2f5c3,2018-06-27,2024-11-13,2024-11-13,Distribution of Discrete Patients by Payment Range for Services Provided by Physicians,Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins,"Distribution of Discrete Patients by Payment Range for Services Provided by Physicians for the Service Year April 1, 2020 to March 31, 2021",Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins pendant l'année de service allant du 1er avril 2020 au 31 mars 2021,Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,03b66b45-a626-4180-8254-c8db8ff12d18,abd480b1-81f8-4461-9f2e-9090b354ef6f,2018-06-27,2024-11-13,2024-11-13,Distribution of Discrete Patients by Payment Range for Services Provided by Physicians,Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins,"Distribution of Discrete Patients by Payment Range for Services Provided by Physicians for the Service Year April 1, 2021 to March 31, 2022",Répartition des patients discrets par tranche de rémunération pour les services fournis par les médecins pendant l'année de service allant du 1er avril 2021 au 31 mars 2022,Government of Alberta , Gouvernement de l'Alberta
"Jan 1, 2026",1.0,03d52708-75cd-4aca-91ab-d6ea1914cf81,4c13861c-1be6-405b-a867-1aab376a5509,2020-10-23,2020-10-23,2024-11-20,Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Government Operations and Estimates on Government’s Response to the COVID-19 Pandemic on 29 May 2020 ,Documents d’information - Comparution de la vérificatrice générale du Canada devant le Comité permanent des opérations gouvernementales et des prévisions budgétaires sur la réponse du gouvernement à la pandémie de la COVID-19 le 29 mai 2020,Evidence of OGGO Committee Hearing of 15 May 2020,Témoignages de la comparution du comité OGGO du 15 mai 2020,Office of the Auditor General of Canada , Bureau du vérificateur général du Canada
"Jan 1, 2026",1.0,03d52708-75cd-4aca-91ab-d6ea1914cf81,91f5521a-88bd-4d31-90d4-1135de848486,2020-10-23,2020-10-23,2024-11-20,Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Government Operations and Estimates on Government’s Response to the COVID-19 Pandemic on 29 May 2020 ,Documents d’information - Comparution de la vérificatrice générale du Canada devant le Comité permanent des opérations gouvernementales et des prévisions budgétaires sur la réponse du gouvernement à la pandémie de la COVID-19 le 29 mai 2020,Table of Contents ,Table des matières,Office of the Auditor General of Canada , Bureau du vérificateur général du Canada
"Jan 1, 2026",1.0,03d52708-75cd-4aca-91ab-d6ea1914cf81,ec870908-b1e8-4b1d-af0e-ce851034f620,2020-10-23,2020-10-23,2024-11-20,Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Government Operations and Estimates on Government’s Response to the COVID-19 Pandemic on 29 May 2020 ,Documents d’information - Comparution de la vérificatrice générale du Canada devant le Comité permanent des opérations gouvernementales et des prévisions budgétaires sur la réponse du gouvernement à la pandémie de la COVID-19 le 29 mai 2020,Table of Contents ,Table des matières,Office of the Auditor General of Canada , Bureau du vérificateur général du Canada
"Jan 1, 2026",1.0,0421aef5-9651-544c-9765-7e0119bf9269,No resource,2016-09-24,2016-09-24,2020-09-25,CAGDB - NATGAM - New Brunswick - Western Border,BDGAC - NATGAM - New Brunswick - Western Border,No resources covered,Aucune ressource couverte,Natural Resources Canada , Ressources naturelles Canada
